frame_idx,n_tracked,n_moving,consensus_dx,consensus_dy,consensus_dist,latency_ms
246,3,0,0.000,0.000,0.000,0.8
247,3,0,0.000,0.000,0.000,1.3
248,3,0,0.000,0.000,0.000,1.4
249,3,0,0.000,0.000,0.000,1.1
250,3,0,0.000,0.000,0.000,0.8
251,3,0,0.000,0.000,0.000,0.8
252,3,0,0.000,0.000,0.000,0.8
253,3,0,0.000,0.000,0.000,1.0
254,3,0,0.000,0.000,0.000,1.0
255,3,0,0.000,0.000,0.000,1.1
256,3,0,0.000,0.000,0.000,1.0
257,3,0,0.000,0.000,0.000,0.8
258,3,0,0.000,0.000,0.000,0.8
259,3,0,0.000,0.000,0.000,0.8
260,3,1,-0.766,-0.303,0.824,0.8
261,3,0,0.000,0.000,0.000,0.9
262,3,0,0.000,0.000,0.000,0.7
263,3,0,0.000,0.000,0.000,0.8
264,3,0,0.000,0.000,0.000,0.8
265,3,0,0.000,0.000,0.000,0.9
266,3,0,0.000,0.000,0.000,1.1
267,3,0,0.000,0.000,0.000,1.0
268,3,0,0.000,0.000,0.000,1.1
269,3,0,0.000,0.000,0.000,0.7
270,3,0,0.000,0.000,0.000,0.7
271,3,0,0.000,0.000,0.000,0.8
272,3,0,0.000,0.000,0.000,1.0
273,3,0,0.000,0.000,0.000,0.9
274,3,1,-0.304,-0.860,0.912,0.9
275,3,0,0.000,0.000,0.000,1.1
276,3,1,-0.894,-0.426,0.990,1.0
277,3,0,0.000,0.000,0.000,0.9
278,3,0,0.000,0.000,0.000,0.9
279,3,0,0.000,0.000,0.000,0.8
280,3,0,0.000,0.000,0.000,0.8
281,3,0,0.000,0.000,0.000,0.8
282,3,0,0.000,0.000,0.000,0.9
283,3,0,0.000,0.000,0.000,0.8
284,3,1,-0.683,-0.475,0.832,0.9
285,3,0,0.000,0.000,0.000,0.9
286,3,0,0.000,0.000,0.000,0.9
287,3,0,0.000,0.000,0.000,1.0
288,3,0,0.000,0.000,0.000,0.9
289,3,0,0.000,0.000,0.000,0.9
290,3,0,0.000,0.000,0.000,1.3
291,3,1,-0.285,-0.805,0.853,1.0
292,3,0,0.000,0.000,0.000,1.0
293,3,0,0.000,0.000,0.000,0.8
294,3,0,0.000,0.000,0.000,0.7
295,3,0,0.000,0.000,0.000,0.7
296,3,0,0.000,0.000,0.000,0.8
297,3,0,0.000,0.000,0.000,0.8
298,3,0,0.000,0.000,0.000,0.9
299,3,0,0.000,0.000,0.000,1.1
300,3,0,0.000,0.000,0.000,1.1
301,3,0,0.000,0.000,0.000,0.8
302,3,0,0.000,0.000,0.000,1.0
303,3,0,0.000,0.000,0.000,0.8
304,3,0,0.000,0.000,0.000,0.8
305,3,0,0.000,0.000,0.000,0.8
306,3,0,0.000,0.000,0.000,0.9
307,3,0,0.000,0.000,0.000,0.8
308,3,0,0.000,0.000,0.000,0.9
309,3,0,0.000,0.000,0.000,1.4
310,3,0,0.000,0.000,0.000,1.0
311,3,1,-0.851,0.035,0.851,1.2
312,3,0,0.000,0.000,0.000,0.9
313,3,0,0.000,0.000,0.000,1.1
314,3,0,0.000,0.000,0.000,0.9
315,3,0,0.000,0.000,0.000,1.2
316,3,0,0.000,0.000,0.000,0.9
317,3,0,0.000,0.000,0.000,0.8
318,3,0,0.000,0.000,0.000,1.0
319,3,0,0.000,0.000,0.000,0.7
320,3,0,0.000,0.000,0.000,0.8
321,3,1,-0.910,-0.063,0.912,0.9
322,3,0,0.000,0.000,0.000,1.0
323,3,0,0.000,0.000,0.000,1.0
324,3,0,0.000,0.000,0.000,1.2
325,3,0,0.000,0.000,0.000,1.0
326,3,0,0.000,0.000,0.000,0.9
327,3,0,0.000,0.000,0.000,0.8
328,3,0,0.000,0.000,0.000,0.9
