frame_idx,n_detections,n_moving,consensus_dx,consensus_dy,consensus_dist,latency_ms,detected_icons
72,12,8,0.000,-1.000,1.000,211.5,0003;wuran;019;080;028;039;004;002;054;042;014;070
74,12,0,0.000,0.000,0.000,198.6,0003;wuran;019;080;028;039;004;002;054;042;014;070
76,12,3,0.000,-1.000,1.000,208.1,0003;wuran;019;080;028;039;004;002;054;042;070;014
78,9,5,-1.000,-1.000,1.414,202.2,0003;wuran;019;080;039;028;004;002;014
80,9,0,0.000,0.000,0.000,223.4,0003;wuran;019;080;039;028;004;002;014
82,9,3,1.000,0.000,1.000,227.4,0003;wuran;019;039;080;028;004;002;014
84,9,2,-0.500,-1.000,1.118,222.4,0003;wuran;019;039;080;028;004;002;014
86,12,3,-1.000,-1.000,1.414,226.6,0003;wuran;019;039;080;028;004;054;002;042;014;070
88,12,4,-1.000,-1.000,1.414,205.8,0003;wuran;019;039;080;028;004;054;013;002;042;014
90,12,0,0.000,0.000,0.000,201.4,0003;wuran;019;039;080;028;004;054;013;002;042;014
92,10,4,0.000,-1.000,1.000,198.6,0003;wuran;019;080;039;028;004;054;002;042
94,10,1,15.000,1.000,15.033,219.7,0003;wuran;019;028;080;013;054;039;002;014
96,9,0,0.000,0.000,0.000,222.4,0003;wuran;019;080;028;013;054;039;014
98,9,2,0.500,-2.000,2.062,229.2,0003;wuran;019;080;028;004;054;039;014
100,9,4,0.000,-1.000,1.000,239.6,wuran;0003;019;080;028;013;054;039;014
102,8,3,-1.000,0.000,1.000,231.6,wuran;0003;019;080;028;004;054;039
104,7,4,-0.500,-1.000,1.118,237.0,0003;wuran;043;028;080;054;039
106,7,0,0.000,0.000,0.000,240.4,0003;wuran;043;028;080;054;039
108,8,2,0.250,-1.250,1.275,241.5,0003;wuran;019;028;004;054;039;048
110,7,2,-0.500,-1.500,1.581,235.6,0003;wuran;019;028;004;054;048
112,8,3,-1.000,-1.000,1.414,240.9,wuran;019;0003;028;004;054;048;070
114,8,2,2.500,0.000,2.500,232.5,wuran;019;028;004;0003;054;048;070
116,8,0,0.000,0.000,0.000,240.8,wuran;0003;019;028;004;054;048;070
118,7,0,0.000,0.000,0.000,235.0,wuran;0003;043;028;054;042;070
120,7,2,0.250,-1.750,1.768,236.4,0003;019;wuran;043;048;054;042
122,8,1,-14.000,-2.000,14.142,240.7,0003;019;043;wuran;002;054;048;042
124,8,2,-0.500,-1.000,1.118,229.5,0003;019;wuran;043;002;054;048;042
126,7,2,4.000,0.500,4.031,232.4,0003;019;043;wuran;002;039;054
128,11,2,-4.000,-1.000,4.123,243.1,0003;019;043;wuran;002;039;048;054;042;050;055
130,9,2,2.000,0.000,2.000,212.5,0003;019;043;wuran;002;095;039;054;055
132,8,1,0.000,-1.000,1.000,222.8,0003;019;043;wuran;002;039;054;042
134,12,3,1.500,0.000,1.500,236.6,0003;019;wuran;043;013;002;095;054;039;055;064;042
136,11,0,0.000,0.000,0.000,194.2,0003;019;wuran;043;013;002;095;054;039;055;064
138,10,4,-1.000,-1.000,1.414,202.2,0003;wuran;019;043;002;054;039;055;064;050
140,10,2,0.000,-1.000,1.000,213.3,0003;wuran;019;043;002;095;054;039;055;064
142,10,6,-1.000,-1.000,1.414,216.3,0003;wuran;019;043;002;095;054;039;055;064
144,9,2,2.500,0.000,2.500,225.7,0003;019;wuran;043;0005;002;095;054;039
146,8,0,0.000,0.000,0.000,234.1,0003;019;wuran;043;002;095;054;048
148,8,3,-1.000,-1.000,1.414,229.4,0003;019;wuran;043;002;095;054;048
150,8,3,-1.000,-1.000,1.414,232.3,0003;019;043;wuran;002;095;039;054
152,8,0,0.000,0.000,0.000,228.8,0006;019;wuran;043;002;095;039;054
154,9,2,0.000,-1.000,1.000,239.3,0006;019;wuran;043;028;002;054;039;070
156,10,0,0.000,0.000,0.000,225.3,019;0006;043;wuran;028;002;0005;054;039;070
158,12,6,-1.500,-1.000,1.803,215.2,wuran;019;043;0006;0005;002;042;054;095;048;070;064
160,11,4,1.500,0.000,1.500,197.7,019;043;wuran;028;0006;0005;002;054;042;039;070
162,11,3,-4.000,-1.000,4.123,206.4,0006;019;wuran;043;0005;002;054;039;042;070;064
164,12,2,4.500,0.000,4.500,202.3,0006;019;043;wuran;0005;002;054;039;095;042;070;064
166,12,6,-1.000,0.000,1.000,206.3,0006;019;wuran;043;0005;028;002;054;042;039;070;064
168,12,5,-1.000,-1.000,1.414,204.8,0006;043;wuran;019;0005;002;054;042;039;095;070;064
170,12,4,1.750,0.000,1.750,199.6,0006;043;019;wuran;0005;028;002;042;054;070;039;064
172,12,0,0.000,0.000,0.000,201.9,0006;043;019;wuran;0005;028;002;042;054;070;039;064
174,12,6,-1.000,-1.250,1.601,208.8,wuran;0006;043;019;002;054;070;039;048;064;042;050
176,12,1,3.000,1.000,3.162,207.2,wuran;0006;019;043;0005;002;054;070;095;039;048;042
178,14,3,-2.000,-1.000,2.236,198.6,wuran;0006;043;019;0005;002;054;095;070;014;039;048;042;064
180,10,0,0.000,0.000,0.000,179.9,wuran;019;0005;0006;043;054;002;070;014;048
182,10,0,0.000,0.000,0.000,213.9,wuran;019;0006;043;0005;054;002;070;014;048
184,12,6,0.000,-1.000,1.000,213.8,wuran;0006;019;043;0005;054;070;002;014;048;039;064
186,11,1,2.500,2.500,3.536,201.4,wuran;019;043;0006;054;0005;002;070;014;048;039
188,12,8,-1.000,-1.000,1.414,210.3,wuran;043;019;0006;0005;054;002;070;014;048;055;039
190,12,4,2.250,0.000,2.250,212.7,wuran;043;0006;019;054;013;0005;070;002;014;055;048
192,13,0,0.000,0.000,0.000,200.1,wuran;043;0006;019;054;0005;070;002;014;055;048;039;050
194,11,5,0.000,-1.000,1.000,199.1,054;wuran;043;019;0006;028;002;070;014;055;048
196,11,7,-1.000,0.000,1.000,216.4,wuran;0006;019;043;028;054;002;070;014;055;048
198,11,5,0.000,-1.000,1.000,208.5,wuran;0006;043;019;028;054;002;070;014;048;055
200,11,3,4.000,0.000,4.000,208.0,wuran;019;0006;028;054;002;070;014;048;055;064
202,12,0,0.000,0.000,0.000,208.2,wuran;019;0006;0005;028;054;002;070;014;048;055;064
204,14,0,0.000,0.000,0.000,204.5,wuran;019;0006;0005;028;013;054;002;070;014;048;055;042;064
206,13,2,0.500,-0.500,0.707,189.7,0006;wuran;019;0005;028;013;054;002;070;048;014;064;042
208,14,2,-1.500,-6.500,6.671,196.9,0006;wuran;019;0005;028;013;054;002;070;048;055;014;042;064
210,13,8,0.000,-1.000,1.000,188.8,0006;wuran;019;0005;028;013;002;054;055;070;048;014;042
212,13,1,-2.000,0.000,2.000,195.1,0003;wuran;019;0005;028;013;054;002;055;070;048;014;042
214,11,2,-0.500,1.000,1.118,192.5,0003;019;0005;wuran;028;054;013;002;070;048;055
216,12,4,0.000,-1.000,1.000,221.1,0003;019;0005;wuran;028;054;013;002;048;070;064;055
218,9,2,4.000,0.000,4.000,201.7,0003;0005;019;wuran;054;013;002;048;070
220,11,2,-0.750,-1.750,1.904,218.3,0003;019;wuran;0005;028;054;002;013;048;070;064
222,12,1,1.000,0.000,1.000,208.7,0003;0005;019;wuran;028;054;002;013;048;070;014;064
224,11,4,2.000,0.000,2.000,204.7,0003;wuran;0005;019;054;028;002;013;048;014;070
226,12,4,-2.000,-1.000,2.236,210.2,0006;0005;019;wuran;054;028;002;013;048;014;070;064
228,12,3,3.500,1.000,3.640,199.6,0005;0006;019;wuran;054;002;013;039;048;014;070;064
230,11,1,2.000,0.000,2.000,203.1,0005;wuran;0006;019;054;002;013;039;048;014;070
232,11,1,1.000,1.000,1.414,205.4,wuran;0005;0006;019;054;002;013;039;048;014;070
234,12,2,-0.500,-1.000,1.118,207.3,wuran;0005;0006;019;054;002;013;039;014;048;070;064
236,12,1,0.000,1.000,1.000,211.1,wuran;0005;0006;019;054;028;002;013;039;014;048;070
238,13,1,2.000,-1.000,2.236,208.6,wuran;0005;0006;019;054;028;002;013;039;014;048;070;064
240,11,5,-1.000,-2.000,2.236,206.1,wuran;0005;019;0006;054;002;095;039;013;048;014
242,10,0,0.000,0.000,0.000,206.7,wuran;0005;019;0006;054;002;095;039;013;014
244,11,4,-1.000,-1.000,1.414,219.0,wuran;0005;019;0006;054;002;095;070;013;064;014
246,11,3,-1.000,-1.000,1.414,203.6,wuran;0005;019;054;0006;002;095;039;013;064;014
248,11,0,0.000,0.000,0.000,202.6,wuran;019;0005;054;0006;002;095;039;013;064;014
250,12,6,0.000,-1.000,1.000,205.1,wuran;019;0005;0006;054;002;095;039;013;070;064;014
252,14,7,-1.000,0.000,1.000,200.5,wuran;019;0006;0005;054;080;002;095;070;039;013;042;055;014
254,12,3,3.000,0.000,3.000,187.2,wuran;019;0006;054;0005;002;095;039;070;013;064;014
256,11,3,0.000,-1.000,1.000,199.9,wuran;019;0003;054;0005;002;095;039;070;013;064
258,11,0,0.000,0.000,0.000,208.5,wuran;0003;019;054;0005;002;095;039;070;013;064
260,9,5,-1.000,-1.000,1.414,202.9,wuran;0003;019;054;0005;002;039;095;070
262,9,1,-1.000,-3.000,3.162,223.2,wuran;0003;019;054;0005;002;039;095;070
264,9,2,2.000,0.000,2.000,219.9,0003;wuran;019;0005;054;039;013;002;070
266,9,0,0.000,0.000,0.000,216.8,wuran;0003;0005;019;054;039;095;002;070
268,9,5,-1.000,-1.000,1.414,217.2,wuran;0005;0003;054;019;039;002;095;070
270,9,5,1.000,-1.000,1.414,220.4,wuran;0005;0003;019;054;039;002;095;064
272,8,4,-0.500,-1.000,1.118,221.0,wuran;0006;0005;054;019;039;002;095
274,9,2,0.000,-1.000,1.000,226.7,wuran;0006;019;039;0005;054;002;095;064
276,8,1,2.000,0.000,2.000,222.3,wuran;0006;054;019;0005;039;095;002
278,8,0,0.000,0.000,0.000,232.6,wuran;0006;019;054;0005;039;095;002
280,9,2,0.500,-1.000,1.118,229.0,wuran;0006;019;0005;054;039;013;002;049
282,9,1,-1.000,-1.000,1.414,220.9,wuran;0006;019;0005;054;039;013;002;049
284,10,3,0.000,-1.000,1.000,221.7,wuran;0006;019;0005;054;039;048;013;002;049
286,11,0,0.000,0.000,0.000,228.1,wuran;0006;019;0005;054;039;048;013;002;064;049
288,10,2,0.500,-0.500,0.707,212.1,wuran;0006;019;0005;054;039;048;002;013;049
290,10,1,0.500,1.000,1.118,218.5,wuran;0005;019;0006;054;039;048;002;013;049
292,11,2,-1.000,-1.000,1.414,213.7,wuran;054;019;0005;080;0006;048;039;028;002;049
294,11,1,1.000,0.000,1.000,210.8,wuran;054;019;080;048;0005;0006;039;013;002;049
296,11,4,-1.000,-1.000,1.414,207.4,wuran;0006;019;054;080;039;0005;095;048;002;049
298,12,2,-2.000,-1.000,2.236,212.1,wuran;0006;054;019;080;039;013;0005;002;048;049;064
300,10,3,-1.000,0.000,1.000,201.8,wuran;019;0006;039;054;002;0005;095;049;034
302,11,4,0.000,-1.000,1.000,211.0,wuran;039;019;0006;054;0005;002;095;049;034;064
304,10,0,0.000,0.000,0.000,205.8,wuran;039;0006;019;028;054;013;002;0005;064
306,10,1,-1.000,1.000,1.414,217.6,wuran;0006;039;019;054;028;013;002;0005;064
308,10,3,0.000,-1.000,1.000,226.2,wuran;039;0006;028;019;054;002;0005;095;064
310,12,3,0.000,-1.000,1.000,217.4,wuran;0003;039;028;019;054;0005;002;095;049;064;055
312,12,4,-1.000,0.000,1.000,200.3,wuran;0003;039;028;019;054;0005;095;002;034;064;055
314,13,5,-1.000,-1.000,1.414,197.3,wuran;039;0006;028;019;054;0005;002;095;049;034;064;055
316,11,3,0.000,-1.000,1.000,198.3,wuran;039;0003;028;019;054;0005;095;049;034;070
318,11,0,0.000,0.000,0.000,214.8,wuran;039;0003;028;019;054;0005;095;049;034;070
320,11,5,0.000,-1.000,1.000,207.0,wuran;039;0003;028;019;0005;054;095;049;034;070
322,11,5,-1.000,0.000,1.000,211.4,wuran;039;0003;028;019;0005;054;095;049;070;064
324,10,1,0.000,1.000,1.000,207.1,wuran;039;0003;028;019;0005;054;095;049;070
326,11,0,0.000,0.000,0.000,218.5,wuran;039;0003;019;028;0005;054;095;049;070;064
328,10,6,0.000,-1.000,1.000,205.1,wuran;039;0003;019;028;054;0005;095;049;064
330,10,2,1.250,-0.250,1.275,213.6,wuran;039;0003;019;028;054;0005;095;049;064
332,12,7,-1.000,0.000,1.000,224.8,wuran;0006;019;028;039;054;095;0005;049;034;055;064
334,11,4,-0.500,-1.000,1.118,212.6,wuran;028;019;039;0006;054;095;0005;049;064;055
336,10,4,-0.500,-1.000,1.118,213.6,wuran;019;028;039;0006;054;095;0005;049;055
338,10,1,-22.000,-17.000,27.803,217.3,wuran;019;028;039;054;0006;095;0005;049;055
340,10,2,-0.500,-1.000,1.118,214.5,wuran;0006;019;028;039;054;095;0005;049;064
342,10,4,-1.000,-1.000,1.414,216.4,wuran;039;019;0006;054;028;095;0005;055;049
344,10,0,0.000,0.000,0.000,217.2,wuran;0006;039;019;028;054;095;0005;055;049
346,10,2,-0.500,0.500,0.707,214.4,wuran;0006;039;019;054;028;095;0005;055;049
348,10,3,-1.000,-1.000,1.414,215.8,wuran;0006;039;019;054;028;095;0005;049;064
350,10,2,0.500,-0.500,0.707,216.3,wuran;0006;039;054;019;028;095;0005;049;055
352,10,4,-1.000,0.000,1.000,220.8,wuran;0003;039;019;054;028;095;0005;049;055
354,11,2,0.000,-1.000,1.000,215.6,0003;wuran;054;039;019;028;013;0005;064;055;049
356,10,2,-3.500,-1.500,3.808,212.3,wuran;0003;039;019;054;028;042;0005;014;049
358,10,1,1.000,0.000,1.000,221.2,wuran;0003;039;019;054;028;042;0005;014;049
360,12,1,5.000,1.000,5.099,222.6,wuran;0003;019;054;028;039;042;095;0005;055;049;014
362,12,3,0.000,-1.000,1.000,205.2,wuran;0003;019;054;028;039;0005;095;055;049;014;064
364,12,1,1.000,0.000,1.000,195.2,wuran;0003;019;054;028;039;042;095;0005;055;014;064
366,12,2,-0.500,0.500,0.707,201.0,wuran;0003;019;054;028;039;042;095;0005;055;064;014
368,11,0,0.000,0.000,0.000,199.2,wuran;0003;019;054;028;039;042;095;0005;055;014
370,12,5,0.000,-1.000,1.000,209.1,wuran;0003;019;054;028;039;042;0005;055;095;014;064
372,11,0,0.000,0.000,0.000,200.9,wuran;0003;019;054;028;039;042;0005;055;095;064
374,10,5,-1.000,0.000,1.000,205.7,0003;wuran;019;054;028;049;042;095;0005;055
376,11,0,0.000,0.000,0.000,214.0,0003;wuran;019;054;028;049;042;095;0005;055;064
378,10,0,0.000,0.000,0.000,217.3,wuran;019;0003;054;028;049;042;095;0005;055
380,11,0,0.000,0.000,0.000,231.0,wuran;019;054;028;0003;049;042;0005;095;055;064
382,10,0,0.000,0.000,0.000,224.5,wuran;019;054;028;0006;049;042;0005;095;055
384,10,0,0.000,0.000,0.000,219.4,wuran;019;054;028;049;0006;042;0005;095;055
386,11,4,0.000,-1.000,1.000,212.7,019;0003;054;wuran;028;049;042;055;0005;095;050
388,11,1,-1.000,0.000,1.000,202.8,0003;019;054;wuran;028;049;042;055;0005;095;050
390,11,0,0.000,0.000,0.000,206.9,0003;019;054;wuran;028;049;042;055;0005;095;050
392,11,0,0.000,0.000,0.000,203.7,0003;019;054;wuran;028;049;042;055;0005;095;050
394,11,1,0.000,1.000,1.000,205.7,0003;019;054;wuran;028;049;042;055;0005;095;050
396,11,0,0.000,0.000,0.000,209.3,0003;019;054;wuran;028;049;042;055;0005;095;050
398,11,0,0.000,0.000,0.000,215.9,0003;019;054;wuran;028;049;042;055;0005;095;050
