frame_idx,n_tracked,n_moving,consensus_dx,consensus_dy,consensus_dist,latency_ms
379,2,0,0.000,0.000,0.000,0.8
380,2,0,0.000,0.000,0.000,0.8
381,2,0,0.000,0.000,0.000,0.9
382,2,0,0.000,0.000,0.000,0.8
383,2,0,0.000,0.000,0.000,1.4
384,2,0,0.000,0.000,0.000,1.5
385,2,0,0.000,0.000,0.000,0.8
386,2,0,0.000,0.000,0.000,1.2
387,2,0,0.000,0.000,0.000,1.0
388,2,0,0.000,0.000,0.000,0.9
389,2,0,0.000,0.000,0.000,1.1
390,2,0,0.000,0.000,0.000,0.9
391,2,0,0.000,0.000,0.000,0.8
392,2,0,0.000,0.000,0.000,0.7
393,2,0,0.000,0.000,0.000,0.9
394,2,0,0.000,0.000,0.000,1.3
395,2,0,0.000,0.000,0.000,0.9
396,2,0,0.000,0.000,0.000,1.1
397,2,0,0.000,0.000,0.000,0.9
398,2,0,0.000,0.000,0.000,1.0
399,2,0,0.000,0.000,0.000,1.0
400,2,0,0.000,0.000,0.000,1.0
401,2,0,0.000,0.000,0.000,1.1
402,2,0,0.000,0.000,0.000,0.9
403,2,0,0.000,0.000,0.000,1.0
404,2,0,0.000,0.000,0.000,1.0
405,2,0,0.000,0.000,0.000,1.3
406,2,0,0.000,0.000,0.000,0.8
407,2,0,0.000,0.000,0.000,0.9
408,2,0,0.000,0.000,0.000,1.0
409,2,0,0.000,0.000,0.000,1.1
410,2,0,0.000,0.000,0.000,0.8
411,2,0,0.000,0.000,0.000,0.8
412,2,0,0.000,0.000,0.000,1.1
413,2,0,0.000,0.000,0.000,1.0
414,2,0,0.000,0.000,0.000,1.0
415,2,0,0.000,0.000,0.000,0.9
416,2,0,0.000,0.000,0.000,1.0
417,2,0,0.000,0.000,0.000,1.0
418,2,0,0.000,0.000,0.000,1.0
419,2,0,0.000,0.000,0.000,1.2
420,2,0,0.000,0.000,0.000,1.0
421,2,0,0.000,0.000,0.000,1.3
422,2,0,0.000,0.000,0.000,0.9
423,2,0,0.000,0.000,0.000,1.0
424,2,0,0.000,0.000,0.000,1.8
425,2,0,0.000,0.000,0.000,1.2
426,2,0,0.000,0.000,0.000,0.7
427,2,0,0.000,0.000,0.000,0.7
428,2,0,0.000,0.000,0.000,0.7
429,2,0,0.000,0.000,0.000,0.8
430,2,0,0.000,0.000,0.000,0.9
431,2,0,0.000,0.000,0.000,0.9
432,2,0,0.000,0.000,0.000,1.3
433,2,0,0.000,0.000,0.000,0.8
434,2,0,0.000,0.000,0.000,0.7
435,2,0,0.000,0.000,0.000,0.8
436,2,0,0.000,0.000,0.000,0.8
437,2,0,0.000,0.000,0.000,1.0
438,2,0,0.000,0.000,0.000,0.9
439,2,0,0.000,0.000,0.000,1.4
440,2,0,0.000,0.000,0.000,0.9
441,2,0,0.000,0.000,0.000,0.9
442,2,0,0.000,0.000,0.000,0.9
443,2,0,0.000,0.000,0.000,0.9
444,2,0,0.000,0.000,0.000,0.9
445,2,0,0.000,0.000,0.000,1.3
446,2,0,0.000,0.000,0.000,0.9
447,2,0,0.000,0.000,0.000,0.9
448,2,0,0.000,0.000,0.000,1.1
449,2,0,0.000,0.000,0.000,1.0
450,2,0,0.000,0.000,0.000,1.1
451,2,0,0.000,0.000,0.000,1.3
452,2,0,0.000,0.000,0.000,0.9
453,2,0,0.000,0.000,0.000,1.0
454,2,0,0.000,0.000,0.000,0.7
455,2,0,0.000,0.000,0.000,0.7
456,2,0,0.000,0.000,0.000,0.9
457,2,0,0.000,0.000,0.000,1.0
458,2,0,0.000,0.000,0.000,1.6
459,2,0,0.000,0.000,0.000,0.8
460,2,0,0.000,0.000,0.000,0.9
461,2,0,0.000,0.000,0.000,0.7
462,2,0,0.000,0.000,0.000,0.8
463,2,0,0.000,0.000,0.000,1.0
464,2,0,0.000,0.000,0.000,1.1
465,2,0,0.000,0.000,0.000,0.8
466,2,0,0.000,0.000,0.000,0.9
467,2,0,0.000,0.000,0.000,0.9
468,2,0,0.000,0.000,0.000,1.0
469,2,0,0.000,0.000,0.000,1.0
470,2,0,0.000,0.000,0.000,1.3
471,2,0,0.000,0.000,0.000,0.7
472,2,0,0.000,0.000,0.000,0.9
473,2,0,0.000,0.000,0.000,0.9
474,2,0,0.000,0.000,0.000,0.9
475,2,0,0.000,0.000,0.000,1.0
476,2,0,0.000,0.000,0.000,1.0
477,2,0,0.000,0.000,0.000,1.3
478,2,0,0.000,0.000,0.000,0.9
479,2,0,0.000,0.000,0.000,0.9
480,2,0,0.000,0.000,0.000,0.7
481,2,0,0.000,0.000,0.000,0.8
482,2,0,0.000,0.000,0.000,0.8
483,2,0,0.000,0.000,0.000,1.5
484,2,0,0.000,0.000,0.000,1.0
485,2,0,0.000,0.000,0.000,1.3
486,2,0,0.000,0.000,0.000,0.8
487,2,0,0.000,0.000,0.000,0.8
488,2,0,0.000,0.000,0.000,0.9
489,2,0,0.000,0.000,0.000,0.8
490,2,0,0.000,0.000,0.000,0.8
491,2,0,0.000,0.000,0.000,1.5
492,2,0,0.000,0.000,0.000,0.9
493,2,0,0.000,0.000,0.000,1.0
494,2,0,0.000,0.000,0.000,0.9
495,2,0,0.000,0.000,0.000,1.0
496,2,0,0.000,0.000,0.000,1.7
497,2,0,0.000,0.000,0.000,0.8
498,1,0,0.000,0.000,0.000,0.8
499,1,0,0.000,0.000,0.000,108.2
